REFLEX	ETYMA	LEMMA	POS [OLD]	INFLECTION CLASS [OLD]	BASE TAGS [OLD]	REFLEX INFLECTED	ETYMA INFLECTED	INFLECTED TAGS [OLD]	FL2 [[OLD]]	IRREGULARITIES	CUT	ADDED	NOTES	SOURCE [NOTES]
pe:s	['pets']	PES	Noun	3	Nm-M-S	pedis	['pedes']	Gn-M-S	G3				P. Ital. definitely had the inherited po:d-.	
pictus	['piktos']	PINGO	Participle	2	Pf-Psv-Nm-M-S-Ps	picti:	['pikti:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
piget	['pige:eti']	PIGEO	Verb	2	3-S-Pr-Act-Ind							TRUE		
piger	['pigros']	PIGER	Adjective	2	Nm-M-S-Ps	pigri:	['pigri:']	Gn-M-S-Ps	G2			TRUE		
piŋnus	['pegnos']	PIGNUS	Noun	3	Nm-N-S	piŋnoris	['pegnozes']	Gn-N-S	G3			TRUE		
pilleus	['pislejos']	PILLEUS	Noun	2	Nm-M-S	pillei:	['pisleji:']	Gn-M-S	G2			TRUE		
piŋgo:	['pingo:']	PINGO	Verb	3	1-S-Pr-Act-Ind	piŋgit	['pingeti']	3-S-Pr-Act-Ind	V3			TRUE		
pinna	['petna:']	PINNA	Noun	1	Nm-F-S	pinnae	['petna:i:']	Gn-F-S	G1	PHONOLOGY			[Phonology] e to i after labial?	
piscis	['piskis']	PISCIS	Noun	3	Nm-M-S	piscis	['piskes']	Gn-M-S	G3					
pius	['pwi:jos']	PIUS	Adjective	2	Nm-M-S-Ps	pii:	['pwi:ji:']	Gn-M-S-Ps	G2					
pix	['piks']	PIX	Noun	3	Nm-F-S	picis	['pikes']	Gn-F-S	G3			TRUE		
pi:la_1	['pistla:']	PILA1	Noun	1	Nm-F-S	pi:lae_1	['pistla:i:']	Gn-F-S	G1					
pi:la_2	['peila:']	PILA2	Noun	1	Nm-F-S	pi:lae_2	['peila:i:']	Gn-F-S	G1					
pi:lum	['pistlom']	PILUM	Noun	2	Nm-N-S	pi:li:	['pistli:']	Gn-N-S	G2					
placeo:	['plake:o:']	PLACEO	Verb	2	1-S-Pr-Act-Ind	placet	['plake:eti']	3-S-Pr-Act-Ind	V3					
planta	['pla:nta:']	PLANTA	Noun	1	Nm-F-S	plantae	['pla:nta:i:']	Gn-F-S	G1					
plaudo:	['plaudo:']	PLAUDO	Verb	3	1-S-Pr-Act-Ind	plaudit	['plaudeti']	3-S-Pr-Act-Ind	V3					
plausus	['plaudtos']	PLAUDO	Participle	2	Pf-Psv-Nm-M-S-Ps	plausi:	['plaudti:']	Pf-Psv-Gn-M-S-Ps	G1			TRUE		
plautus	['plautos']	PLAUTUS	Adjective	2	Nm-M-S-Ps	plauti:	['plauti:']	Gn-M-S-Ps	G2					
pla:co:	['pla:ka:jo:']	PLACO	Verb	1	1-S-Pr-Act-Ind	pla:cat	['pla:ka:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
pla:ga	['pla:ga:']	PLAGA	Noun	1	Nm-F-S	pla:gae	['pla:ga:i:']	Gn-F-S	G1					
plaŋgo:	['pla:ngo:']	PLANGO	Verb	3	1-S-Pr-Act-Ind	plaŋgit	['pla:ngeti']	3-S-Pr-Act-Ind	V3					
pla:nus	['pla:nos']	PLANUS	Adjective	2	Nm-M-S-Ps	pla:ni:	['pla:ni:']	Gn-M-S-Ps	G2					
plecto:	['plekto:']	PLECTO	Verb	3	1-S-Pr-Act-Ind	plectit	['plekteti']	3-S-Pr-Act-Ind	V3					
pleo:	['ple:jo:']	PLEO	Verb	2	1-S-Pr-Act-Ind	plet	['ple:jeti']	3-S-Pr-Act-Ind	V3					
ple:be:s	['ple:ðe:s']	PLEBES	Noun	3	Nm-F-S	ple:bis	['ple:ðes']	Gn-F-S	G3				This is a complicated paradigm; some leveling probably already occurred in P. Ital.	
ple:nus	['ple:nos']	PLENUS	Adjective	2	Nm-M-S-Ps	ple:ni:	['ple:ni:']	Gn-M-S-Ps	G2					
ple:rus	['ple:ros']	PLERUS	Adjective	2	Nm-M-S-Ps	ple:ri:	['ple:ri:']	Gn-M-S-Ps	G2					
pleco:	['pleka:jo:']	PLECO	Verb	1	1-S-Pr-Act-Ind	plecat	['pleka:jeti:']	3-S-Pr-Act-Ind	V3				The verb only shows up in compounds in the form plico:.	
pluo:	['plowo:']	PLUO	Verb	3	1-S-Pr-Act-Ind	pluit	['ploweti']	3-S-Pr-Act-Ind	V3			TRUE		
plu:ma	['plouksma:']	PLUMA	Noun	1	Nm-F-S	plu:mae	['plouksma:i:']	Gn-F-S	G1					
plu:rimus	['ploisamos']	MULTUS	Adjective	2	Nm-M-S-Sp	plu:rimi:	['ploisami:']	Gn-M-S-Ps	G2					
plu:s	['plois']	MULTUS	Adjective	3	Nm-N-S-Cm	plu:ris	['ploises']	Gn-N-S-Cm	G3					
polio:	['polijo:']	POLIO	Verb	4	1-S-Pr-Act-Ind	polit	['polijeti']	3-S-Pr-Act-Ind	V3			TRUE		
polleo:	['polne:o:']	POLLEO	Verb	2	1-S-Pr-Act-Ind	pollet	['polne:eti']	3-S-Pr-Act-Ind	V3					
pollen	['pole:n']	POLLEN	Noun	3	Nm-N-S	pollinis	['polnis']	Gn-N-S	G3	PARADIGM LEVELING			[Paradigm Leveling] The -ll- has its origin in the oblique cases.	
polliŋgo:	['porwlinkʷo:']	POLLINGO	Verb	3	1-S-Pr-Act-Ind	polliŋgit	['porwlinkʷeti']	3-S-Pr-Act-Ind	V3					
polluceo:	['porloikejo:']	POLLUCEO	Verb	2	1-S-Pr-Act-Ind	pollucet	['porloikejeti']	3-S-Pr-Act-Ind	V3			TRUE		
polluo	['porlawo:']	POLLUO	Verb	3	1-S-Pr-Act-Ind	polluit	['porlawit']	3-S-Pr-Act-Ind	V3			TRUE		
pondus	['pondos']	PONDUS	Noun	3	Nm-N-S	ponderis	['ponderes']	Gn-N-S	G3					
pontifex	['pontifaks']	PONTIFEX	Noun	3	Nm-M-S	pontificis	['pontifakes']	Gn-M-S	G3					
populus	['poplos']	POPULUS	Noun	2	Nm-M-S	populi:	['popli:']	Gn-M-S	G2					
porca	['porka:']	PORCA	Noun	1	Nm-F-S	porcae	['porka:i:']	Gn-F-S	G1			TRUE		
porcus	['porkos']	PORCUS	Noun	2	Nm-M-S	porci:	['porki:']	Gn-M-S	G2					
porgo:	['porrego:']	PORGO	Verb	3	1-S-Pr-Act-Ind	porgit	['porregit']	3-S-Pr-Act-Ind	V3				Also attested as porrigo:.	
porta	['porta:']	PORTA	Noun	1	Nm-F-S	portae	['porta:i:']	Gn-F-S	G1					
porto:	['porta:jo:']	PORTO	Verb	1	1-S-Pr-Act-Ind	portat	['porta:jeti']	3-S-Pr-Act-Ind	V3					
portus	['portus']	PORTUS	Noun	4	Nm-M-S	portu:s	['portwos']	Gn-M-S	G4					
posco:	['porsko:']	POSCO	Verb	3	1-S-Pr-Act-Ind	poscit	['porsketi']	3-S-Pr-Act-Ind	V3					
post	['posti']	POST	Preposition											
postis	['porstis']	POSTIS	Noun	3	Nm-M-S	postis	['porstes']	Gn-M-S	G3			TRUE		
postre:mus	['posterezemos']	POSTREMUS	Adjective	2	Nm-M-S-Sp	postre:mi:	['posterezemi:']	Gn-M-S-Ps	G2					
postulo:	['postela:jo:']	POSTULO	Verb	1	1-S-Pr-Act-Ind	postulat	['postula:jeti']	3-S-Pr-Act-Ind	V3					
potior_1	['potjo:r']	POTIOR	Verb	4	1-S-Pr-Dep-Ind	potitur	['potjetor']	3-S-Pr-Dep-Ind	V3					
potior_2	['potjo:s']	POTIS	Adjective	3	Nm-M/F-S-Cm	potio:ris	['potjo:ses']	Gn-M/F-S-Cm	G3					
potis	['potis']	POTIS	Adjective	3	Nm-M/F-S-Ps									
po:culum	['po:tlom']	POCULUM	Noun	2	Nm-N-S	po:culi:	['po:tli:']	Gn-N-S	G2					
po:mum	['poomom']	POMUM	Noun	2	Nm-N-S	po:mi:	['poomi:']	Gn-N-S	G2					
po:mus	['poomos']	POMUS	Noun	2	Nm-F-S	po:mi:	['poomi:']	Gn-F-S	G2					
po:ne	['pozni']	PONE	Preposition											
po:no:	['pozino:']	PONO	Verb	3	1-S-Pr-Act-Ind	po:nit	['pozineti']	3-S-Pr-Act-Ind	V3					
po:ns	['ponts']	PONS	Noun	3	Nm-M-S	pontis	['pontes']	Gn-M-S	G3					
po:tus	['po:tos']	POTUS	Noun	2	Nm-M-S	po:ti:	['po:ti:']	Gn-M-S	G2					
prae	['prai']	PRAE	Preposition											
praeda	['praiɣoda:']	PRAEDA	Noun	1	Nm-F-S	praedae	['praiɣoda:i:']	Gn-F-S	G1					
praeeo:	['praiejo:']	PRAEEO	Verb	Special	1-S-Pr-Act-Ind	praeit	['praieiti']	3-S-Pr-Act-Ind	V3					
praefero:	['praifero:']	PRAEFERO	Verb	Special	1-S-Pr-Act-Ind									
praeficio:	['praifakjo:']	PRAEFICIO	Verb	3	1-S-Pr-Act-Ind	praeficit	['praifakjeti']	3-S-Pr-Act-Ind	V3					
praes	['praiwoss']	PRAES	Noun	3	Nm-M-S	praedis	['praewodes']	Gn-M-S	G3					
praeses	['praiseds']	PRAESES	Noun	3	Nm-M-S	praesedis	['praesedes']	Gn-M-S	G3			TRUE		
praeter	['praiteros']	PRAETER	Preposition											
praetor	['praiito:r']	PRAETOR	Noun	3	Nm-M-S	praeto:ris	['praiito:res']	Gn-M-S	G3					
prandium	['pra:moedjom']	PRANDIUM	Noun	2	Nm-N-S	prandi:	['pra:moedji:']	Gn-N-S	G2					
pra:tum	['pra:tom']	PRATUM	Noun	2	Nm-N-S	pra:ti:	['pra:ti:']	Gn-N-S	G2			TRUE		
pra:vus	['pra:wos']	PRAVUS	Adjective	2	Nm-M-S-Ps	pra:vi	['pra:wi:']	Gn-M-S-Ps	G2					
prehendo:	['praiɣendo:']	PREHENDO	Verb	3	1-S-Pr-Act-Ind	prehendit	['praiɣendeti']	3-S-Pr-Act-Ind	V3					
pressus	['pressos']	PREMO	Participle	2	Pf-Psv-Nm-M-S-Ps	pressi:	['pressi:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
pretium	['pretjom']	PRETIUM	Noun	2	Nm-N-S	preti:	['pretji:']	Gn-N-S	G2					
pre:lum	['preslom']	PRELUM	Noun	2	Nm-N-S	pre:li:	['pre:li:']	Gn-N-S	G2					
prior	['prijo:s']	PRAE	Adjective	3	Nm-M/F-S-Cm	prio:ris	['prijo:ses']	Gn-M/F-S-Cm	G3	PHONOLOGY			[Phonology] The long o: is secondary.	
pri:mus	['priisemos']	PRAE	Adjective	2	Nm-M-S-Sp	pri:mi:	['priisemi:']	Gn-M-S-Ps	G2					
pri:nceps	['priisemokaps']	PRINCEPS	Noun	3	Nm-M-S	pri:ncipis	['priisemokapes']	Gn-M-S	G3					
pri:viŋna	['preiwogena:']	PRIVIGNA	Noun	1	Nm-F-S	pri:viŋnae	['preiwogena:i:']	Gn-F-S	G1					
pri:viŋnus	['preiwogenos']	PRIVIGNUS	Noun	2	Nm-M-S	pri:viŋni:	['preiwogeni:']	Gn-M-S	G2					
pri:vus	['preiwos']	PRIVUS	Adjective	2	Nm-M-S-Ps	pri:vi:	['preiwi:']	Gn-M-S-Ps	G2			TRUE		
probo:	['proβwa:jo:']	PROBO	Verb	1	1-S-Pr-Act-Ind	probat	['proβwa:jeti']	3-S-Pr-Act-Ind						
probrum	['proβrom']	PROBRUM	Noun	2	Nm-N-S	probri:	['proβri:']	Gn-N-S	G2			TRUE		
probus	['proβwos']	PROBUS	Adjective	2	Nm-M-S-Ps	probi:	['proβwi:']	Gn-M-S-Ps	G2					
prosperus	['prosparos']	PROSPERUS	Adjective	2	Nm-M-S-Ps	prosperi:	['prospari:']	Gn-M-S-Ps	G2					
proximus	['prokwisemos']	PROPE	Adjective	2	Nm-M-S-Sp	proximi:	['prokwisemi:']	Gn-M-S-Ps	G2			TRUE		
pro:ce:rus	['pro:kre:ros']	PROCERUS	Adjective	2	Nm-M-S-Ps	pro:ce:ri:	['pro:ke:ri:']	Gn-M-S-Ps	G2	PHONOLOGY		TRUE	[Phonology] Possible dissimilation of kr_r > k_r.	
pro:ficio:	['pro:fakjo:']	PROFICIO	Verb	3	1-S-Pr-Act-Ind	pro:ficit	['pro:fakjeti']	3-S-Pr-Act-Ind	V3					
pro:vincia	['pro:winkja:']	PROVINCIA	Noun	1	Nm-F-S	pro:vinciae	['pro:winkja:i:']	Gn-F-S	G1					
prui:na	['pruswi:na:']	PRUINA	Noun	1	Nm-F-S	prui:nae	['pruswi:na:i:']	Gn-F-S	G1	PHONOLOGY		TRUE	[Phonology] sw > rw > ør (dissimilation after earlier r).	
pru:rio:	['prousjo:']	PRURIO	Verb	4	1-S-Pr-Act-Ind	pru:rit	['prousjeti']	3-S-Pr-Act-Ind	V3			TRUE		
pudeo:	['pude:o:']	PUDEO	Verb	2	1-S-Pr-Act-Ind	pudet	['pude:eti']	3-S-Pr-Act-Ind	V3			TRUE		
puer	['puweros']	PUER	Noun	2	Nm-M-S	pueri:	['puweri:']	Gn-M-S	G2			TRUE		
pulcher	['perkros']	PULCHER	Adjective	2	Nm-M-S-Ps	pulchri:	['perkri:']	Gn-M-S-Ps	G2	PHONOLOGY		TRUE	[Phonology] r_r > l_r.	
pullus_1	['polwos']	PULLUS1	Adjective	2	Nm-M-S-Ps	pulli:_1	['polwi:']	Gn-M-S-Ps	G2			TRUE		
pullus_2	['putslos']	PULLUS2	Noun	2	Nm-M-S	pulli:_2	['putsli:']	Gn-M-S	G2			TRUE		
pulpa	['pelpa:']	PULPA	Noun	1	Nm-F-S	pulpae	['pelpa:i:']	Gn-F-S	G2			TRUE		
puls	['poltis']	PULS	Noun	3	Nm-F-S	pultis	['poltes']	Gn-F-S	G3			TRUE		
pulvis	['polawis']	PULVIS	Noun	3	Nm-M-S	pulvis	['polawes']	Gn-M-S	G3			TRUE		
puŋnus	['pugnos']	PUGNUS	Noun	2	Nm-M-S	puŋni:	['pugni:']	Gn-M-S	G2					
puŋgo:	['puŋgo:']	PUNGO	Verb	3	1-S-Pr-Act-Ind	puŋgit	['puŋgeti']	3-S-Pr-Act-Ind	V3					
pusillus	['putslolos']	PUSILLUS	Adjective	2	Nm-M-S-Ps	pusilli:	['putsloli:']	Gn-M-S-Ps	G2					
pu:mex	['poimeks']	PUMEX	Noun	3	Nm-M/F-S	pu:micis	['poimekes']	Gn-M/F-S	G3			TRUE		
pu:rgo:	['purago:']	PURGO	Verb	3	1-S-Pr-Act-Ind	pu:rgit	['puragit']	3-S-Pr-Act-Ind	V3					
pu:rus	['pu:ros']	PURUS	Adjective	2	Nm-M-S-Ps	pu:ri:	['pu:ri:']	Gn-M-S-Ps	G2					
pu:s	['pu:s']	PUS	Noun	3	Nm-N-S	pu:ris	['pu:ses']	Gn-N-S	G3					
quaero:	['kʷaizeo:']	QUAERO	Verb	3	1-S-Pr-Act-Ind	quaerit	['kʷaizeti']	3-S-Pr-Act-Ind	V3					
quaestus	['kʷaistos']	QUAESTUS	Noun	4	Nm-M-S	quaesti:	['kʷaisti:']	Gn-M-S	G2					
quantus	['kʷa:ntos']	QUANTUS	Adjective	2	Nm-M-S-Ps	quanti:	['kʷa:nti:']	Gn-M-S-Ps	G2					
quatio:	['kwatjo:']	QUATIO	Verb	3	1-S-Pr-Act-Ind	quatit	['kwatjeti']	3-S-Pr-Act-Ind	V3			TRUE		
quattuor	['kʷettwo:r']	QUATTUOR	Numeral							PARADIGM LEVELING			[Paradigm Leveling] The a is secondary, from oblique cases (when there were oblique cases).	
qua:lis	['kwa:lis']	QUALIS	Adjective	3	Nm-M/F-S-Ps	qua:lis	['kwa:les']	Gn-M/F-S-Ps	G3			TRUE		
qua:lus	['kwatstlos']	QUALUS	Noun	2	Nm-M-S	qua:li:	['kwa:li:']	Gn-M-S	G2			TRUE		
quei	['kʷoi']	QUI	Pronoun	Special	Ab-M/F/N-S									
quercus	['kʷerkus']	QUERCUS	Noun	4	Nm-F-S	quercus	['kʷerkuos']	Gn-F-S	G4					
queror	['kwezo:r']	QUEROR	Verb	3	1-S-Pr-Dep-Ind	queritur	['kwezetor']	3-S-Pr-Dep-Ind	V3			TRUE		
quie:s	['kwje:tis']	QUIES	Noun	3	Nm-F-S	quie:tis	['kwje:tes']	Gn-F-S	G3			TRUE		
quie:tus	['kʷje:tos']	QUIETUS	Adjective	2	Nm-M-S-Ps	quie:ti:	['kʷje:ti:']	Gn-M-S-Ps	G2					
qui:	['kʷoi']	QUI	Pronoun	Special	Nm-M-S									
qui:nque	['kʷenkʷe']	QUINQUE	Numeral							ASSOCIATION			[Association] i: is secondary.	
qui:ntus	['kʷenktos']	QUINTUS	Adjective	2	Nm-M-S-Ps	qui:nti:	['kʷenkti:']	Gn-M-S-Ps	G2					
quot	['kwoti']	QUOT	Determiner	Special										
rabio:	['raβjo:']	RABIO	Verb	3	1-S-Pr-Act-Ind	rabit	['raβjeti']	3-S-Pr-Act-Ind	V3			TRUE		
raia	['ragja:']	RAIA	Noun	1	Nm-F-S	raiae	['ragja:i']	Gn-F-S	G1					
rapio:	['rapjo:']	RAPIO	Verb	3	1-S-Pr-Act-Ind	rapit	['rapjeti']	3-S-Pr-Act-Ind	V3					
ratis	['ratis']	RATIS	Noun	3	Nm-F-S	ratis	['rates']	Gn-F-S	G3					
ravus	['rawos']	RAVUS	Adjective	2	Nm-M-S-Ps	ravi:	['ravi:']	Gn-M-S-Ps	G2			TRUE		
ra:di:x	['wra:di:ks']	RADIX	Noun	3	Nm-F-S	ra:di:cis	['wra:di:kes']	Gn-F-S	G3					
ra:do:	['razdo:']	RADO	Verb	3	1-S-Pr-Act-Ind	ra:dit	['razdeti']	3-S-Pr-Act-Ind	V3					
ra:mentum	['ra:dmentom']	RAMENTUM	Noun	2	Nm-N-S	ra:menti:	['ra:dmenti:']	Gn-N-S	G2			TRUE		
ra:mus	['wra:dmos']	RAMUS	Noun	2	Nm-M-S	ra:mi:	['wra:dmi:']	Gn-M-S	G2			TRUE		
ra:rus	['ra:ros']	RARUS	Adjective	2	Nm-M-S-Ps	ra:ri:	['ra:ri:']	Gn-M-S-Ps	G2					
ra:strum	['ra:dstrom']	RASTRUM	Noun	2	Nm-N-S	ra:stri:	['ra:dstri:']	Gn-N-S	G2			TRUE		
rece:ns	['wrekentis']	RECENS	Adjective	3	Nm-M/F/N-S-Ps	recentis	['wrekentes']	Gn-M/F/N-S-Ps	G3			TRUE		
reciprocus	['wrekʷeprokʷos']	RECIPROCUS	Adjective	2	Nm-M-S-Ps	reciproci:	['wrekʷeprokʷi:']	Gn-M-S-Ps	G3					
redu:co:	['wredouko:']	REDUCO	Verb	3	1-S-Pr-Act-Ind	redu:cit	['wredouketi']	3-S-Pr-Act-Ind	V3					
reficio:	['wrefakjo:']	REFICIO	Verb	3	1-S-Pr-Act-Ind	reficit	['wrefakjeti']	3-S-Pr-Act-Ind	V3					
rego:	['rego:']	REGO	Verb	3	1-S-Pr-Act-Ind	regit	['regeti']	3-S-Pr-Act-Ind	V3					
relinquo:	['wrelinkʷo:']	RELINQUO	Verb	3	1-S-Pr-Act-Ind	relinquit	['wrelinkʷeti']	3-S-Pr-Act-Ind	V3					
removeo:	['wremowe:o:']	REMOVEO	Verb	2	1-S-Pr-Act-Ind	removet	['wremowe:eti']	3-S-Pr-Act-Ind	V3					
repe:ns	['wrepents']	REPENS	Adjective	3	Nm-M/F/N-S-Ps	repentis	['wrepentes']	Gn-M/F/N-S-Ps	G3			TRUE		
reor	['re:o:r']	REOR	Verb	2	1-S-Pr-Dep-Ind	re:tur	['re:etor']	3-S-Pr-Dep-Ind	V3					
residuus	['resedowos']	RESIDUUS	Adjective	2	Nm-M-S-Ps	residui:	['resedowi:']	Gn-M-S-Ps	G2			TRUE		
restis	['rekstis']	RESTIS	Noun	3	Nm-F-S	restis	['rekstes']	Gn-F-S	G3			TRUE		
retro:	['wretro:']	RETRO	Adverb		Ps									
reus	['reiwos']	REUS	Adjective	2	Nm-M-S-Ps	rei:	['reiwi:']	Gn-M-S-Ps	G2					
re:ctus	['rektos']	RECTUS	Adjective	2	Nm-M-S-Ps	re:cti:	['rekti:']	Gn-M-S-Ps	G2	PHONOLOGY		TRUE	[Phonology] Long e by Lachmann's law.	
re:gi:na	['re:gina:']	REGINA	Noun	1	Nm-F-S			Gn-F-S						
re:gulus	['re:gelos']	REGULUS	Noun	2	Nm-M-S									
re:mus	['resmos']	REMUS	Noun	2	Nm-M-S	re:mi:	['re:mi:']	Gn-M-S	G2			TRUE		
re:n	['hre:n' 'sre:n']	REN	Noun	3	Nm-M-S	re:nis	['hre:nes' 'sre:nes']	Gn-M-S	G3					
re:po:	['re:po:']	REPO	Verb	3	1-S-Pr-Act-Ind	re:pit	['re:peti']	3-S-Pr-Act-Ind	V3			TRUE		
re:s	['reis']	RES	Noun	5	Nm-F-S					PARADIGM LEVELING			[Paradigm Leveling] From Indo-European *reH1is, the Latin outcome would be *reis > ri:s, so that re:s must represent some remodeling, probably from elsewhere in the paradigm.	
re:te	['re:ti']	RETE	Noun	3	Nm-N-S	re:tis	['re:tis']	Gn-N-S	G3			TRUE		
re:x	['re:ks']	REX	Noun	3	Nm-M-S	re:gis	['re:ges']	Gn-M-S	G3					
re:xi:	['re:gsai']	REGO	Verb	3	1-S-Pf-Act-Ind							TRUE		
rigeo:	['rige:o:']	RIGEO	Verb	2	1-S-Pr-Act-Ind	riget	['rige:eti']	3-S-Pr-Act-Ind	V3					
riŋgor	['wrengo:r']	RINGOR	Verb	3	1-S-Pr-Dep-Ind	riŋgitur	['wrengetor']	3-S-Pr-Dep-Ind	V3			TRUE		
ri:ca	['wreika:']	RICA	Noun	1	Nm-F-S	ri:cae	['wreika:i:']	Gn-F-S	G1					
ri:ma	['reiksma:']	RIMA	Noun	1	Nm-F-S	ri:mae	['reiksma:i:']	Gn-F-S	G1			TRUE		
ri:pa	['reipa:']	RIPA	Noun	1	Nm-F-S	ri:pae	['reipa:i:']	Gn-F-S	G1					
ri:tus	['reitus']	RITUS	Noun	4	Nm-M-S	ri:tu:s	['reituos']	Gn-M-S	G2					
ri:vo:	['reiwa:jo:']	RIVO	Verb	1	1-S-Pr-Act-Ind	ri:vat	['reiwa:jeti']	3-S-Pr-Act-Ind	V3					
ri:vus	['ri:wos']	RIVUS	Noun	2	Nm-M-S	ri:vi:	['ri:wi:']	Gn-M-S	G2					
rogo:	['roga:jo:']	ROGO	Verb	1	1-S-Pr-Act-Ind	rogat	['roga:jeti']	3-S-Pr-Act-Ind	V3					
rota	['rota:']	ROTA	Noun	1	Nm-F-S	rotae	['rota:i:']	Gn-F-S	G1					
roto:	['rota:jo:']	ROTO	Verb	1	1-S-Pr-Act-Ind	rotat	['rota:jeti']	3-S-Pr-Act-Ind	V3					
ro:bus	['rouðos']	ROBUS	Adjective	2	Nm-M-S-Ps	ro:bi:	['rouði:']	Gn-M-S-Ps	G2	BORROWING		TRUE	[Borrowing] Pure Latin would have u:, not o:.	
ro:bur	['rouβos']	ROBUR	Noun	3	Nm-N-S	ro:boris	['rouβozes']	Gn-N-S	G3	BORROWING			[Borrowing] Pure Latin would have u:, not o:.	
ro:do:	['wro:do:']	RODO	Verb	3	1-S-Pr-Act-Ind	ro:dit	['wro:deti']	3-S-Pr-Act-Ind	V3			TRUE		
ro:s	['ro:s']	ROS	Noun	3	Nm-M-S	ro:ris	['ro:ses']	Gn-M-S	G3			TRUE		
rubeo:	['ruðe:o:']	RUBEO	Verb	2	1-S-Pr-Act-Ind	rubet	['ruðe:eti']	3-S-Pr-Act-Ind	V3					
ruber	['ruðros']	RUBER	Adjective	2	Nm-M-S-Ps	rubri:	['ruðri:']	Gn-M-S-Ps	G2					
rubus	['wruðos']	RUBUS	Noun	2	Nm-M-S									
rumpo:	['rumpo:']	RUMPO	Verb	3	1-S-Pr-Act-Ind	rumpit	['rumpeti']	3-S-Pr-Act-Ind	V3					
russus	['ruttos']	RUSSUS	Adjective	2	Nm-M-S-Ps	russi:	['rutti:']	Gn-M-S-Ps	G2					
ruo:	['rowo:']	RUO	Verb	3	1-S-Pr-Act-Ind	ruit	['roweti']	3-S-Pr-Act-Ind	V3			TRUE		
ru:fus	['rouðos']	RUFUS	Adjective	2	Nm-M-S-Ps	ru:fi:	['rouði:']	Gn-M-S-Ps	G2	BORROWING		TRUE	[Borrowing] Pure Latin would have not have f.	
ru:ga	['rouga:']	RUGA	Noun	1	Nm-F-S	ru:gae	['rouga:i:']	Gn-F-S	G1			TRUE		
ru:mor	['roumo:s']	RUMOR	Noun	3	Nm-M-S	rumo:ris	['roumozes']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] nom. in r is from the oblique cases, long o: in paradigm is from nom. sg.	
ru:s	['rowos']	RUS	Noun	3	Nm-N-S	ru:ris	['rowozes']	Gn-N-S	G3					
ru:sticus	['rowestikos']	RUSTICUS	Adjective	2	Nm-M-S-Ps	ru:stici:	['rowestiki:']	Gn-M-S-Ps	G2					
sabulum	['psaðlom']	SABULUM	Noun	2	Nm-N-S	sabuli:	['psaðli:']	Gn-N-S	G2			TRUE	Probably a substrate word.	
sacer	['sakros']	SACER	Adjective	2	Nm-M-S-Ps	sacri:	['sakri:']	Gn-M-S-Ps	G2					
sacerdo:s	['sakrodo:ts']	SACERDOS	Noun	3	Nm-M/F-S	sacerdo:tis	['sakrodo:tes']	Gn-M/F-S	G3					
saeculum	['saitlom']	SAECULUM	Noun	2	Nm-N-S	saeculi:	['saitli:']	Gn-N-S	G2			TRUE		
saepe:s	['saipis']	SAEPES	Noun	3	Nm-F-S	saepis	['saepes']	Gn-F-S	G3	MORPHOLOGY			[Morphology] Nom. -e:s is probably imported.	
saevus	['saiwos']	SAEVUS	Adjective	2	Nm-M-S-Ps	saevi:	['saevi:']	Gn-M-S-Ps	G2					
saeta	['saita:']	SAETA	Noun	1	Nm-F-S	saetae	['saeta:i:']	Gn-F-S	G1					
salebra	['salesra:']	SALEBRA	Noun	1	Nm-F-S	salebrae	['salebra:i:']	Gn-F-S	G1			TRUE		
salio:	['saljo:']	SALIO	Verb	4	1-S-Pr-Act-Ind	salit	['saljeti']	3-S-Pr-Act-Ind	V3					
salix	['saliks']	SALIX	Noun	3	Nm-F-S	salicis	['salikes']	Gn-F-S	G3			TRUE		
salveo:	['saluwe:o:']	SALVEO	Verb	2	1-S-Pr-Act-Ind	salvet	['saluwe:eti']	3-S-Pr-Act-Ind	V3			TRUE		
salvus	['saluwos']	SALVUS	Adjective	2	Nm-M-S-Ps	salvi:	['saluwi:']	Gn-M-S-Ps	G2			TRUE		
sancio:	['sankjo:']	SANCIO	Verb	4	1-S-Pr-Act-Ind	sancit	['sankjeti']	3-S-Pr-Act-Ind	V3					
saŋguen	['sangwen']	SANGUEN	Noun	3	Nm-M-S	saŋguinis	['sangwenes']	Gn-M-S	G2			TRUE		
sapio:	['sapjo:']	SAPIO	Verb	3	1-S-Pr-Act-Ind	sapit	['sapjeti']	3-S-Pr-Act-Ind	V3					
sarcio:	['sarkjo:']	SARCIO	Verb	4	1-S-Pr-Act-Ind	sarcit	['sarkjeti']	3-S-Pr-Act-Ind	V3			TRUE		
sarpo:	['serpo:']	SARPO	Verb	3	1-S-Pr-Act-Ind	sarpit	['serpeti']	3-S-Pr-Act-Ind	V3	PARADIGM LEVELING		TRUE	[Paradigm leveling] The a may come from the perfect passive participle.	
sarptus	['sarptom']	SARPO	Participle	2	Pf-Psv-Nm-M-S-Ps	sarpti:	['sarpti:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
sat	['sati']	SAT	Adverb		Ps							TRUE		
